Chrom,Start,Stop,GeneID,Num,Strand
chr1,74395584,74397285,Ctdsp1,0,+
chr10,126996486,126999975,Ctdsp2,0,+
chr9,119040649,119044119,Ctdspl,0,+
chr2,122010628,122015326,Ctdspl2,0,+
chr7,127717471,127718187,Ctf1,0,+
chr7,127718959,127719210,Ctf2,0,-
chr10,24597611,24598682,Ctgf,0,+
chr3,157894247,157894818,Cth,0,-
chr15,39086765,39087119,Cthrc1,0,+
chr18,75431220,75435193,Ctif,0,-
chr13,60934154,60935019,Ctla2a,0,-
chr13,60895350,60896014,Ctla2b,0,-
chr1,60914680,60915832,Ctla4,0,+
chr18,35253892,35254775,Ctnna1,0,+
chr6,76881636,76882549,Ctnna2,0,-
chr10,65002833,65003667,Ctnna3,0,+
chr4,56810934,56812328,Ctnnal1,0,-
chr9,120959517,120960507,Ctnnb1,0,+
chr4,149564263,149566437,Ctnnbip1,0,+
chr2,157890993,157891903,Ctnnbl1,0,+
chr2,84600780,84602891,Ctnnd1,0,-
chr15,31027672,31029343,Ctnnd2,0,+
chr11,73183132,73184917,Ctns,0,-
chr4,120539867,120540654,Ctps,0,-
chrX,163031113,163034541,Ctps2,0,+
chr7,111055785,111056377,Ctr9,0,+
chr8,111686509,111686586,Ctrb1,0,-
chr4,141838239,141838299,Ctrc,0,-
chr8,105931993,105932054,Ctrl,0,-
chr13,61564629,61564905,Cts3,0,-
chr13,61195146,61195400,Cts6,0,-
chr13,61352460,61352735,Cts7,0,-
chr13,61246746,61248153,Cts8,0,-
chr13,61285142,61287274,Cts8-ps,0,-
chr2,164839234,164841032,Ctsa,0,+
chr14,63142329,63145923,Ctsb,0,+
chr7,88309902,88310875,Ctsc,0,+
chr7,142375915,142376570,Ctsd,0,-
chr1,131674945,131675507,Ctse,0,+
chr19,4860465,4860912,Ctsf,0,+
chr14,56099880,56099958,Ctsg,0,-
chr9,90075757,90076095,Ctsh,0,+
chr13,61000277,61000476,Ctsj,0,-
chr3,95508922,95509387,Ctsk,0,+
chr13,64363213,64364097,Ctsl,0,-
chr13,60798249,60798499,Ctsll3,0,-
chr13,61536443,61536554,Ctsm,0,-
chr3,81954260,81956725,Ctso,0,+
chr13,61035037,61035294,Ctsq,0,-
chr13,61159214,61159475,Ctsr,0,-
chr3,95556185,95556405,Ctss,0,+
chr19,5465239,5465340,Ctsw,0,-
chr2,174427493,174427871,Ctsz,0,-
chr7,144435723,144436964,Cttn,0,-
chr6,18366476,18367370,Cttnbp2,0,-
chr3,105001914,105004649,Cttnbp2nl,0,-
chr7,43677181,43678297,Ctu1,0,+
chr8,122481656,122483092,Ctu2,0,+
chr8,4257645,4258380,Ctxn1,0,-
chr2,125147703,125147841,Ctxn2,0,+
chr18,57477355,57478134,Ctxn3,0,+
chr2,13276337,13276727,Cubn,0,-
chr11,88192596,88194140,Cuedc1,0,+
chr19,46329811,46330687,Cuedc2,0,-
chr6,47525634,47526139,Cul1,0,+
chr18,3434975,3436700,Cul2,0,+
chr1,80266817,80267155,Cul3,0,-
chr8,13146627,13147939,Cul4a,0,+
chrX,38531620,38533632,Cul4b,0,-
chr9,53614581,53617815,Cul5,0,-
chr17,46664291,46664364,Cul7,0,+
chr17,46500608,46500707,Cul9,0,-
chr17,26938883,26939092,Cuta,0,-
chr2,34890297,34892133,Cutal,0,+
chr19,43768289,43768638,Cutc,0,+
chr5,136266409,136274790,Cux1,0,-
chr5,121860215,121860594,Cux2,0,-
chr7,131308553,131308740,Cuzd1,0,-
chr9,14510329,14510620,Cwc15,0,+
chr2,77895652,77896006,Cwc22,0,-
chr11,97745469,97747354,Cwc25,0,-
chr13,104631326,104631575,Cwc27,0,-
chr19,44108636,44110515,Cwf19l1,0,-
chr9,3477960,3479236,Cwf19l2,0,+
chr5,73453096,73453425,Cwh43,0,+
chr8,94780556,94782426,Cx3cl1,0,+
chr9,120048682,120051269,Cx3cr1,0,-
chr16,78336452,78340759,Cxadr,0,+
chr5,90892523,90893115,Cxcl1,0,+
chr5,92346638,92347366,Cxcl10,0,-
chr5,92359544,92360806,Cxcl11,0,-
chr6,117176179,117181368,Cxcl12,0,+
chr5,95960268,95961068,Cxcl13,0,+
chr13,56288642,56289791,Cxcl14,0,-
chr5,90801481,90803067,Cxcl15,0,+
chr11,70454233,70455403,Cxcl16,0,-
chr7,25400052,25400346,Cxcl17,0,-
chr5,90905204,90905938,Cxcl2,0,+
chr5,90787448,90788093,Cxcl3,0,+
chr5,90760513,90761625,Cxcl5,0,+
chr5,92321330,92323798,Cxcl9,0,-
chr1,74191785,74191805,Cxcr1,0,-
chr1,74159428,74161246,Cxcr2,0,+
chrX,101731534,101731950,Cxcr3,0,-
chr1,128588198,128588842,Cxcr4,0,-
chr9,44511786,44513233,Cxcr5,0,-
chr9,123810991,123811754,Cxcr6,0,+
chrX,53642488,53643279,Cxx1a,0,-
chrX,53669176,53669956,Cxx1b,0,-
chrX,53608685,53609134,Cxx1c,0,+
chr18,74221205,74221491,Cxxc1,0,+
chr3,134258097,134262089,Cxxc4,0,+
chr18,35860694,35861688,Cxxc5,0,+
chr11,105933703,105935374,Cyb561,0,-
chr19,10588548,10590041,Cyb561a3,0,+
chr3,108195770,108199211,Cyb561d1,0,-
chr9,107539010,107539881,Cyb561d2,0,-
chr18,84879584,84879863,Cyb5a,0,+
chr8,107183668,107187470,Cyb5b,0,+
chr11,69393611,69393637,Cyb5d1,0,-
chr11,72777231,72778738,Cyb5d2,0,-
chr1,134411079,134411738,Cyb5r1,0,+
chr7,107748454,107750223,Cyb5r2,0,-
chr15,83153500,83154549,Cyb5r3,0,-
chr9,87076882,87077774,Cyb5r4,0,+
chr4,107084330,107084805,Cyb5rl,0,+
chr8,122424770,122424877,Cyba,0,-
chrX,9435253,9438216,Cybb,0,-
chr2,71138657,71142926,Cybrd1,0,+
chr15,76345759,76345934,Cyc1,0,+
chr6,50562562,50565236,Cycs,0,-
chr2,76353941,76354087,Cyct,0,-
chr7,55930162,55932633,Cyfip1,0,+
chr11,46193848,46196299,Cyfip2,0,-
chr11,116645594,116646958,Cygb,0,-
chr15,76643394,76646182,Cyhr1,0,-
chr8,88747013,88751946,Cyld,0,+
chr3,107211294,107211362,Cym,0,-
chr9,58026852,58027023,Cyp11a1,0,+
chr15,74834891,74835752,Cyp11b1,0,-
chr15,74851009,74851038,Cyp11b2,0,-
chr19,46667164,46667324,Cyp17a1,0,-
chr9,54165936,54166756,Cyp19a1,0,-
chr9,57702879,57703824,Cyp1a1,0,+
chr9,57676936,57677227,Cyp1a2,0,-
chr17,79706952,79710092,Cyp1b1,0,-
chr1,60387289,60387387,Cyp20a1,0,+
chr17,34801347,34801779,Cyp21a1,0,-
chr2,170482964,170484342,Cyp24a1,0,-
chr19,37701351,37701536,Cyp26a1,0,+
chr6,84571413,84574266,Cyp26b1,0,-
chr1,74737659,74737890,Cyp27a1,0,+
chr10,127052144,127053006,Cyp27b1,0,+
chr7,27036646,27036815,Cyp2a12,0,+
chr7,26931630,26932350,Cyp2a22,0,-
chr7,26314884,26315088,Cyp2a4,0,+
chr7,26843059,26843264,Cyp2a5,0,+
chr16,20308386,20309775,Cyp2ab1,0,-
chr7,25926249,25926624,Cyp2b10,0,+
chr7,26095821,26096196,Cyp2b13,0,+
chr7,26771414,26772630,Cyp2b19,0,+
chr7,26665226,26665932,Cyp2b23,0,-
chr7,26210284,26210660,Cyp2b9,0,+
chr19,39330433,39330713,Cyp2c29,0,+
chr19,40011908,40012243,Cyp2c37,0,+
chr19,39389555,39390930,Cyp2c38,0,-
chr19,39568194,39568529,Cyp2c39,0,+
chr19,39767072,39767305,Cyp2c40,0,-
chr19,44005021,44005440,Cyp2c44,0,-
chr19,40091117,40092333,Cyp2c50,0,+
chr19,40037939,40038236,Cyp2c54,0,-
chr19,39042198,39042687,Cyp2c55,0,+
chr19,39093504,39093948,Cyp2c65,0,+
chr19,39186630,39186756,Cyp2c66,0,+
chr19,39608858,39609076,Cyp2c67,0,-
chr19,39688835,39689068,Cyp2c68,0,-
chr19,39842659,39842891,Cyp2c69,0,-
chr19,40153360,40153575,Cyp2c70,0,-
chr15,82402845,82402905,Cyp2d10,0,-
chr15,82559353,82559413,Cyp2d12,0,+
chr15,82641784,82642045,Cyp2d13,0,-
chr15,82370526,82371546,Cyp2d22,0,-
chr15,82790106,82790176,Cyp2d26,0,-
chr15,82615964,82616021,Cyp2d34,0,-
chr15,82688749,82689235,Cyp2d37-ps,0,-
chr15,82759832,82759905,Cyp2d40,0,-
chr15,82456766,82456827,Cyp2d9,0,+
chr7,140774742,140774977,Cyp2e1,0,+
chr7,27133397,27133660,Cyp2f2,0,+
chr7,26820829,26821197,Cyp2g1,0,+
chr4,96294508,96294814,Cyp2j11,0,-
chr4,96099317,96099642,Cyp2j12,0,-
chr4,96042659,96045449,Cyp2j13,0,-
chr4,96627431,96629467,Cyp2j5,0,-
chr4,96516137,96518026,Cyp2j6,0,-
chr4,96444587,96444595,Cyp2j8,0,-
chr4,96568428,96568723,Cyp2j9,0,-
chr7,114551752,114552082,Cyp2r1,0,-
chr7,25802475,25803562,Cyp2s1,0,-
chr3,131290490,131291128,Cyp2u1,0,-
chr17,43749903,43751431,Cyp39a1,0,+
chr5,145854606,145855066,Cyp3a11,0,-
chr5,137892932,137894268,Cyp3a13,0,-
chr5,145436308,145436440,Cyp3a16,0,-
chr5,145977193,145977702,Cyp3a25,0,-
chr5,145694048,145694506,Cyp3a41a,0,-
chr5,145558663,145559121,Cyp3a41b,0,-
chr5,145773982,145774344,Cyp3a44,0,-
chr5,146112875,146113283,Cyp3a59,0,+
chr12,108361684,108362234,Cyp46a1,0,+
chr4,115533133,115533649,Cyp4a10,0,+
chr4,115332002,115332815,Cyp4a12a,0,+
chr4,115438225,115439034,Cyp4a12b,0,+
chr4,115486199,115487142,Cyp4a14,0,-
chr4,115577968,115579015,Cyp4a31,0,+
chr4,115622024,115622366,Cyp4a32,0,+
chr4,115624727,115625044,Cyp4b1,0,-
chr4,115582037,115582470,Cyp4b1-ps2,0,-
chr17,32924687,32924776,Cyp4f13,0,-
chr17,32905069,32905500,Cyp4f14,0,-
chr17,32702960,32703349,Cyp4f15,0,+
chr17,32551233,32551797,Cyp4f16,0,+
chr8,71988481,71988559,Cyp4f18,0,-
chr17,32635219,32636184,Cyp4f37,0,+
chr17,32492479,32493320,Cyp4f39,0,+
chr17,32950960,32951820,Cyp4f41-ps,0,-
chr8,45305801,45306935,Cyp4v3,0,-
chr5,4080673,4083124,Cyp51,0,-
chr4,6265611,6268211,Cyp7a1,0,-
chr3,18071949,18072456,Cyp7b1,0,-
chr9,121914355,121914761,Cyp8b1,0,-
chrX,16523559,16523689,Cypt1,0,+
chr9,24625677,24625737,Cypt10,0,+
chr3,17948824,17948952,Cypt12,0,+
chrX,39862918,39863141,Cypt14,0,-
chrX,39346728,39346961,Cypt15,0,+
chrX,105500505,105500637,Cypt2,0,+
chrX,153559299,153559429,Cypt3,0,+
chr9,24625677,24625828,Cypt4,0,+
chrX,16523559,16523615,Cypt7,0,+
chrX,16523559,16523615,Cypt8,0,+
chr9,24625677,24625737,Cypt9,0,+
chr3,145646970,145647665,Cyr61,0,-
chr12,24665837,24666252,Cys1,0,-
chrX,106576508,106577819,Cysltr1,0,-
chr14,73029127,73029338,Cysltr2,0,-
chr2,25238818,25239069,Cysrt1,0,-
chr18,36393308,36393370,Cystm1,0,+
chr11,118164165,118166015,Cyth1,0,-
chr7,45806636,45807760,Cyth2,0,-
chr5,143707905,143710248,Cyth3,0,+
chr15,78620564,78622019,Cyth4,0,+
chr2,58129138,58133726,Cytip,0,-
chr5,37739295,37739820,Cytl1,0,+
chr16,85456243,85457514,Cyyr1,0,-
chr15,96074695,96076313,D030018L15Rik,0,-
chr15,61699283,61701022,D030024E09Rik,0,-
chr3,128117014,128118534,D030025E07Rik,0,-
chr7,4126339,4128323,D030047H15Rik,0,-
chr19,18717374,18718428,D030056L22Rik,0,+
chr10,78162066,78162589,D10Jhu81e,0,-
chr10,83365922,83368835,D10Wsu102e,0,+
chr11,113694534,113694647,D11Wsu47e,0,+
chr8,69303162,69303375,D130040H23Rik,0,+
chr13,24899799,24901439,D130043K22Rik,0,+
chr15,58454932,58457801,D15Ertd621e,0,+
chr16,78540335,78545117,D16Ertd472e,0,-
chr17,11863069,11863460,D17Ertd648e,0,-
chr17,35127996,35128855,D17H6S53E,0,+
chr17,34996723,34997685,D17H6S56E-5,0,-
chr17,27751231,27753959,D17Wsu92e,0,-
chr19,27388697,27390313,D19Bwg1357e,0,-
chr1,97643901,97645714,D1Ertd622e,0,-
chr1,186969858,186970627,D1Pas1,0,+
chr8,105251684,105253051,D230025D16Rik,0,+
chr12,118518296,118518706,D230030E09Rik,0,-
chr2,30173446,30174092,D2Wsu81e,0,-
chr1,93850826,93852174,D2hgdh,0,+
chr2,31151981,31152291,D330023K18Rik,0,-
chr17,24409480,24410171,D330041H03Rik,0,-
chrX,139553524,139554580,D330045A20Rik,0,+
chr14,46645816,46646674,D330046F09Rik,0,-
chr3,36166220,36170341,D3Ertd254e,0,+
chr3,41756133,41758939,D3Ertd751e,0,+
chr12,105487829,105493095,D430019H16Rik,0,+
chr12,116401946,116404643,D430020J02Rik,0,-
chr2,104143074,104148780,D430041D05Rik,0,-
chr7,125873505,125874797,D430042O09Rik,0,+
chr5,95484671,95485589,D5Ertd577e,0,+
chr5,36600485,36602623,D5Ertd579e,0,-
chr5,45009170,45012376,D5Ertd615e,0,-
chr2,158182532,158183558,D630003M21Rik,0,-
chr10,70601048,70602540,D630013N20Rik,0,-
chr1,65107312,65108696,D630023F18Rik,0,-
chr11,31817983,31818392,D630024D03Rik,0,-
chr9,43280003,43280075,D630033O11Rik,0,+
chr4,57908383,57910099,D630039A03Rik,0,-
chr7,4467244,4470884,D630041G03Rik,0,-
chr6,38123173,38128320,D630045J12Rik,0,-
chr13,73344664,73345238,D630045M09Rik,0,-
chr6,87112251,87113003,D6Ertd527e,0,+
chr6,126975203,126975704,D6Wsu163e,0,+
chr15,74770907,74772329,D730001G18Rik,0,-
chr15,79889531,79893138,D730005E14Rik,0,-
chr9,35788049,35788966,D730048I06Rik,0,-
chr13,72809600,72809823,D730050B12Rik,0,-
chr7,134266261,134266612,D7Ertd443e,0,-
chr10,33222344,33223921,D830005E20Rik,0,-
chr12,73364074,73364336,D830013O20Rik,0,-
chr14,3233517,3234346,D830030K20Rik,0,+
chr4,123403600,123407359,D830031N03Rik,0,-
chr8,84246234,84246552,D8Ertd738e,0,-
chr8,36147417,36147787,D8Ertd82e,0,+
chr15,103146313,103146828,D930007P13Rik,0,-
chr3,83898286,83898340,D930015E06Rik,0,-
chr10,121692485,121693914,D930020B18Rik,0,+
chrX,73129091,73129260,DXBay18,0,+
chr12,71989888,71992376,Daam1,0,+
chr17,49456021,49458525,Daam2,0,-
chr4,104741512,104744844,Dab1,0,+
chr15,6438781,6440709,Dab2,0,+
chr2,35728225,35730994,Dab2ip,0,+
chr14,97786845,97789581,Dach1,0,-
chrX,113831092,113835091,Dach2,0,+
chr12,71318894,71320107,Dact1,0,+
chr17,14195229,14195662,Dact2,0,-
chr7,16886414,16887301,Dact3,0,+
chr14,54239660,54242737,Dad1,0,-
chr9,108204860,108207258,Dag1,0,-
chr19,10245264,10247663,Dagla,0,-
chr5,143503399,143504442,Daglb,0,+
chr9,108572670,108572771,Dalrd3,0,+
chr8,84815404,84816533,Dand5,0,-
chr5,114024774,114025675,Dao,0,+
chr15,31273310,31274338,Dap,0,+
chr3,88920802,88923827,Dap3,0,-
chr13,60761867,60763191,Dapk1,0,+
chr9,66271707,66272242,Dapk2,0,+
chr10,81192944,81193197,Dapk3,0,+
chr2,59504827,59505020,Dapl1,0,+
chr3,137931005,137933120,Dapp1,0,-
chr1,128363706,128364233,Dars,0,-
chr1,161040612,161041715,Dars2,0,-
chr1,83210189,83210572,Daw1,0,+
chr17,33915402,33915590,Daxx,0,+
chr10,80287711,80288413,Dazap1,0,+
chr15,100619496,100620761,Dazap2,0,+
chr17,50279392,50281248,Dazl,0,-
chr5,8396968,8397216,Dbf4,0,-
chr2,27182800,27183204,Dbh,0,+
chr2,27144897,27147505,Dbhos,0,-
chr1,120113279,120113459,Dbi,0,-
chr11,76218535,76218665,Dbil5,0,+
chr13,55473427,55474222,Dbn1,0,-
chr8,123505686,123506680,Dbndd1,0,-
chr2,164490335,164493323,Dbndd2,0,+
chr11,5799999,5800980,Dbnl,0,+
chr7,45709880,45710203,Dbp,0,+
chr12,74299189,74300468,Dbpht2,0,+
chr9,99584023,99584343,Dbr1,0,+
chr3,116548200,116549981,Dbt,0,+
chr7,49631498,49632447,Dbx1,0,-
chr15,95623562,95624690,Dbx2,0,-
chr4,45374277,45379722,Dcaf10,0,+
chr14,55569371,55570065,Dcaf11,0,+
chr4,41291299,41293055,Dcaf12,0,-
chrX,44786566,44788293,Dcaf12l1,0,-
chrX,44365456,44366600,Dcaf12l2,0,-
chr15,39146760,39146855,Dcaf13,0,+
chr8,84097071,84097452,Dcaf15,0,-
chr2,71089929,71095858,Dcaf17,0,+
chr12,83541627,83541992,Dcaf4,0,+
chr12,80335846,80338509,Dcaf5,0,-
chr1,165329500,165329938,Dcaf6,0,-
chr11,106054855,106059323,Dcaf7,0,+
chr1,172194672,172196393,Dcaf8,0,+
chr11,102994055,102994880,Dcakd,0,-
chr10,52319996,52321377,Dcbld1,0,+
chr16,58465789,58469745,Dcbld2,0,+
chr18,71253631,71258989,Dcc,0,-
chr13,25205518,25210706,Dcdc2a,0,+
chr12,28437794,28438447,Dcdc2c,0,-
chr7,105752988,105753457,Dchs1,0,-
chr5,88781246,88783277,Dck,0,+
chr3,55533627,55539068,Dclk1,0,+
chr3,86786149,86787395,Dclk2,0,-
chr9,111488670,111489611,Dclk3,0,+
chr19,56529160,56529501,Dclre1a,0,-
chr3,103800604,103802967,Dclre1b,0,-
chr2,3458954,3461116,Dclre1c,0,+
chr10,97517655,97518162,Dcn,0,+
chr14,30523306,30527056,Dcp1a,0,+
chr6,119220080,119221614,Dcp1b,0,+
chr18,44417729,44424969,Dcp2,0,+
chr17,23882794,23882853,Dcpp1,0,+
chr17,23900729,23900787,Dcpp2,0,+
chr17,23919382,23919441,Dcpp3,0,+
chr9,35124413,35124571,Dcps,0,-
chr3,89350218,89350262,Dcst1,0,-
chr15,39760282,39760938,Dcstamp,0,+
chr14,118012789,118013030,Dct,0,-
chr8,48140421,48141667,Dctd,0,+
chr6,83199811,83200118,Dctn1,0,+
chr10,127281487,127281959,Dctn2,0,+
chr4,41714797,41715169,Dctn3,0,-
chr18,60556441,60558762,Dctn4,0,+
chr7,122148154,122149044,Dctn5,0,+
chr8,34090420,34090743,Dctn6,0,-
chr7,127256958,127257035,Dctpp1,0,-
chr3,35892104,35895619,Dcun1d1,0,-
chr8,13255962,13257976,Dcun1d2,0,-
chr7,119853162,119857572,Dcun1d3,0,-
chr5,73557687,73560794,Dcun1d4,0,+
chr9,7206775,7207031,Dcun1d5,0,+
chrX,143855841,143863550,Dcx,0,-
chr11,120725372,120725503,Dcxr,0,-
chr8,71474598,71476097,Dda1,0,+
chr3,145891558,145894277,Ddah1,0,+
chr17,35061810,35062099,Ddah2,0,+
chr19,10629162,10629821,Ddb1,0,+
chr2,91211581,91211947,Ddb2,0,-
chr11,11814100,11814517,Ddc,0,-
chr14,45593170,45595482,Ddhd1,0,-
chr8,25725323,25727363,Ddhd2,0,-
chr9,6265027,6265140,Ddi1,0,-
chr4,141683562,141685631,Ddi2,0,-
chr7,92857526,92858005,Ddias,0,-
chr10,127296091,127296288,Ddit3,0,+
chr10,59949674,59950535,Ddit4,0,-
chr3,137626456,137628332,Ddit4l,0,+
chr15,98803781,98805276,Ddn,0,-
chr10,40648041,40649931,Ddo,0,+
chr4,138311983,138312611,Ddost,0,+
chr17,35681566,35682377,Ddr1,0,-
chr1,169972306,169977854,Ddr2,0,-
chr2,130654082,130654155,Ddrgk1,0,-
chr10,75771232,75771433,Ddt,0,-
chr12,13219306,13219497,Ddx1,0,-
chr9,53098453,53099084,Ddx10,0,-
chr17,66150838,66152168,Ddx11,0,+
chr15,79527695,79530011,Ddx17,0,-
chr1,121553834,121553995,Ddx18,0,-
chr8,110974990,110976028,Ddx19a,0,-
chr8,111003185,111008280,Ddx19b,0,-
chr3,105678461,105678549,Ddx20,0,-
chr10,62580246,62582349,Ddx21,0,-
chr15,98645506,98645793,Ddx23,0,-
chr12,103407975,103408211,Ddx24,0,-
chr9,35541847,35541997,Ddx25,0,-
chrX,56506988,56507843,Ddx26b,0,+
chr2,167034657,167034945,Ddx27,0,+
chr8,106009615,106009801,Ddx28,0,-
chr2,28904757,28905575,Ddx31,0,+
chr8,83723141,83723351,Ddx39,0,+
chr17,35253489,35253707,Ddx39b,0,+
chrX,13291492,13293983,Ddx3x,0,+
chrY,1260714,1263287,Ddx3y,0,-
chr13,112598332,112598944,Ddx4,0,-
chr13,55530409,55530594,Ddx41,0,-
chr11,106248166,106249140,Ddx42,0,+
chr9,78423451,78423589,Ddx43,0,+
chr13,55678831,55681267,Ddx46,0,+
chr6,135023410,135023776,Ddx47,0,+
chr8,70292865,70293507,Ddx49,0,-
chr11,106780355,106781849,Ddx5,0,-
chr10,62616022,62616237,Ddx50,0,-
chr5,110657607,110660496,Ddx51,0,+
chr11,83961807,83963086,Ddx52,0,+
chr5,120627292,120628592,Ddx54,0,+
chr5,124568732,124569660,Ddx55,0,+
chr11,6257544,6259180,Ddx56,0,-
chr4,40203776,40205809,Ddx58,0,-
chr1,136440016,136440220,Ddx59,0,+
chr9,44636488,44640731,Ddx6,0,+
chr8,62037134,62037701,Ddx60,0,+
chr7,141297175,141297511,Deaf1,0,-
chr3,84965055,84965087,Dear1,0,-
chr9,121712652,121712921,Deb1,0,+
chr4,15917239,15919034,Decr1,0,-
chr17,26081210,26082261,Decr2,0,-
chr1,171341204,171342501,Dedd,0,+
chr7,25202839,25203539,Dedd2,0,-
chr17,28228289,28228608,Def6,0,+
chr8,123461566,123463899,Def8,0,+
chr8,21325887,21325998,Defa-rs1,0,-
chr8,21192454,21192550,Defa-rs7,0,+
chr8,21656641,21656736,Defa17,0,+
chr8,21379402,21379495,Defa2,0,+
chr8,21510143,21510237,Defa20,0,+
chr8,21026423,21026517,Defa21,0,+
chr8,21163155,21163249,Defa22,0,+
chr8,21192454,21192549,Defa23,0,+
chr8,21735377,21735471,Defa24,0,+
chr8,21618882,21618972,Defa26,0,+
chr8,21288283,21288377,Defa3,0,+
chr8,21298281,21298375,Defa5,0,+
chr8,21794576,21795185,Defb1,0,+
chr8,21861962,21862010,Defb10,0,+
chr8,21905373,21905425,Defb11,0,-
chr8,19111930,19112656,Defb12,0,-
chr8,19195212,19195309,Defb14,0,+
chr8,21929812,21929869,Defb15,0,-
chr2,152576085,152576162,Defb19,0,-
chr8,21843426,21843481,Defb2,0,+
chr2,152479595,152479934,Defb20,0,+
chr2,152574908,152574943,Defb21,0,+
chr2,152485665,152485723,Defb22,0,-
chr2,152459054,152459149,Defb23,0,-
chr2,152622355,152622406,Defb25,0,-
chr2,152507755,152507797,Defb26,0,-
chr2,152521332,152521447,Defb28,0,+
chr2,152538713,152538850,Defb29,0,-
chr8,19295221,19295339,Defb3,0,+
chr14,63034086,63034827,Defb30,0,-
chr8,20897637,20897723,Defb33,0,+
chr8,21940803,21940878,Defb35,0,+
chr2,152612626,152612729,Defb36,0,+
chr8,18986232,18986313,Defb37,0,-
chr8,19052825,19052852,Defb39,0,-
chr8,19201310,19201547,Defb4,0,+
chr8,18974939,18974966,Defb40,0,-
chr1,18250977,18251199,Defb41,0,-
chr14,63048400,63048606,Defb42,0,+
chr14,63017929,63018088,Defb43,0,+
chr1,18210052,18210230,Defb44-ps,0,-
chr2,152593190,152593285,Defb45,0,-
chr14,63001066,63001160,Defb47,0,+
chr14,62977523,62977661,Defb48,0,-
chr8,21831217,21831296,Defb50,0,+
chr8,19228105,19228209,Defb6,0,+
chr8,19497696,19497775,Defb7,0,+
chr8,19445769,19445859,Defb8,0,-
chr8,21881712,21881791,Defb9,0,-
chr1,182275769,182276746,Degs1,0,-
chr12,108686791,108689051,Degs2,0,-
chr13,47084766,47086067,Dek,0,-
chr2,37798989,37800035,Dennd1a,0,-
chr1,139170298,139176042,Dennd1b,0,+
chr17,57066054,57066110,Dennd1c,0,-
chr6,39462377,39463419,Dennd2a,0,-
chr3,103167802,103169733,Dennd2c,0,+
chr3,106500606,106503030,Dennd2d,0,+
chr15,73570954,73572242,Dennd3,0,+
chr9,64917095,64919667,Dennd4a,0,+
chr3,90279922,90280665,Dennd4b,0,+
chr4,86848906,86850602,Dennd4c,0,+
chr7,109893780,109894631,Dennd5a,0,-
chr6,148988068,148993705,Dennd5b,0,-
chr14,26629559,26634322,Dennd6a,0,+
chr15,89182212,89184986,Dennd6b,0,-
chr5,123927294,123928832,Denr,0,+
chr3,159529139,159529955,Depdc1a,0,+
chr13,108388702,108389557,Depdc1b,0,+
chr5,32991082,32994233,Depdc5,0,+
chr2,104721786,104721924,Depdc7,0,-
chr15,55252135,55259273,Deptor,0,+
chr6,137837172,137837872,Dera,0,+
chr15,57869501,57871767,Derl1,0,-
chr11,71007439,71010320,Derl2,0,-
chr10,75895319,75895941,Derl3,0,+
chr1,75367050,75368579,Des,0,+
chr15,81992522,81994751,Desi1,0,-
chr1,178249468,178252597,Desi2,0,+
chr7,78827473,78827922,Det1,0,-
chr16,10530206,10530812,Dexi,0,-
chr4,149119291,149120653,Dffa,0,+
chr4,153964448,153965369,Dffb,0,-
chr6,50207402,50207933,Dfna5,0,-
chr2,76658545,76658554,Dfnb59,0,+
chr15,76502014,76502235,Dgat1,0,-
chr7,99153662,99154545,Dgat2,0,-
chrX,100545600,100546108,Dgat2l6,0,+
chr16,17900708,17902043,Dgcr14,0,-
chr16,17840355,17842520,Dgcr2,0,-
chr16,18070961,18071632,Dgcr6,0,+
chr16,18253964,18255521,Dgcr8,0,-
chr10,128720135,128720422,Dgka,0,-
chr12,38630690,38633410,Dgkb,0,+
chr1,87942472,87944489,Dgkd,0,+
chr11,89037581,89040731,Dgke,0,-
chr16,22466568,22469248,Dgkg,0,-
chr14,78569608,78570157,Dgkh,0,-
chr6,36846021,36847375,Dgki,0,-
chrX,6944724,6948363,Dgkk,0,+
chr5,108647043,108648709,Dgkq,0,-
chr2,91932821,91933408,Dgkz,0,-
chr6,83480213,83480432,Dguok,0,-
chr4,106586765,106589113,Dhcr24,0,+
chr7,143847517,143848410,Dhcr7,0,+
chr4,133969056,133971016,Dhdds,0,-
chr7,45473562,45475265,Dhdh,0,-
chr13,92384803,92389053,Dhfr,0,+
chr15,98893026,98893934,Dhh,0,-
chr8,109593247,109594076,Dhodh,0,-
chr8,85075029,85075161,Dhps,0,+
chr14,55739019,55739283,Dhrs1,0,-
chr11,84820727,84821259,Dhrs11,0,-
chr11,78037310,78037864,Dhrs13,0,+
chr14,55241248,55241440,Dhrs2,0,+
chr4,144927219,144927645,Dhrs3,0,+
chr14,55489933,55490340,Dhrs4,0,+
chr12,72650352,72650572,Dhrs7,0,-
chr11,60857923,60858423,Dhrs7b,0,+
chr11,67815953,67816002,Dhrs7c,0,+
chr2,69401457,69403086,Dhrs9,0,+
chr4_GL456216_random,35436,36213,Dhrsx,0,+
chr2,5898059,5898707,Dhtkd1,0,-
chr5,52153323,52154024,Dhx15,0,-
chr17,35892547,35892668,Dhx16,0,+
chr9,110084318,110084392,Dhx30,0,-
chr7,133720934,133721227,Dhx32,0,-
chr11,70984090,70987118,Dhx33,0,-
chr7,16197220,16197296,Dhx34,0,-
chr2,158857124,158858220,Dhx35,0,+
chr3,62468641,62470561,Dhx36,0,-
